Title,director,duration,actor_1,actor_2,actor_3,gross,genres,plot_keywords,budget,year,keywords,combination
Super,James Gunn,96,Linda Cardellini,Rainn Wilson,Paul T. Taylor,322157,Comedy Crime Drama,drug dealer superhero tragedy tragic hero tragic love,2500000,2010,drug dealer superhero tragedy tragic hero love,JamesGunn LindaCardellini RainnWilson PaulT.Taylor Comedy Crime Drama drug dealer superhero tragedy tragic hero love
Christmas Mail,John Murlowski,89,Ashley Scott,Piper Mackenzie Harris,Lochlyn Munro,0,Comedy Drama Family Romance,boss holiday letter north pole santa,2500000,2010,bos holiday letter north pole santa,JohnMurlowski AshleyScott PiperMackenzieHarris LochlynMunro Comedy Drama Family Romance bos holiday letter north pole santa
Stung,Benni Diez,87,Clifton Collins Jr.,Cecilia Pillado,David Masterson,0,Comedy Horror,catering monster one word title party wasp,2500000,2015,catering monster one word title party wasp,BenniDiez CliftonCollinsJr. CeciliaPillado DavidMasterson Comedy Horror catering monster one word title party wasp
Antibirth,Danny Perez,94,Natasha Lyonne,Emmanuel Kabongo,Mark Webber,0,Horror,,3500000,2016,,DannyPerez NatashaLyonne EmmanuelKabongo MarkWebber Horror 
Get on the Bus,Spike Lee,120,Bernie Mac,Harry Lennix,Andre Braugher,5731103,Drama History,actor bus march million man march religion,2400000,1996,actor bus march million man religion,SpikeLee BernieMac HarryLennix AndreBraugher Drama History actor bus march million man religion
Thr3e,Robby Henson,101,Marc Blucas,Max Ryan,Justine Waddell,978908,Drama Horror Mystery Thriller,bound with duct tape flash forward number riddle stalking,2400000,2006,bound duct tape flash forward number riddle stalking,RobbyHenson MarcBlucas MaxRyan JustineWaddell Drama Horror Mystery Thriller bound duct tape flash forward number riddle stalking
Idiocracy,Mike Judge,84,Anthony 'Citric' Campos,Patrick Fischler,David Herman,438653,Adventure Comedy Sci-Fi,experiment future hibernation stupidity top secret,30000000,2006,experiment future hibernation stupidity top secret,MikeJudge Anthony'Citric'Campos PatrickFischler DavidHerman Adventure Comedy Sci-Fi experiment future hibernation stupidity top secret
The Rise of the Krays,Zackary Adler,110,Simon Merrells,Kevin Leslie,Kris Sommerville,0,Crime Drama,,2500000,2015,,ZackaryAdler SimonMerrells KevinLeslie KrisSommerville Crime Drama 
This Is England,Shane Meadows,101,Stephen Graham,Joseph Gilgun,Jack O'Connell,327919,Crime Drama,england racism racist skinhead violence,1500000,2006,england racism racist skinhead violence,ShaneMeadows StephenGraham JosephGilgun JackO'Connell Crime Drama england racism racist skinhead violence
Alien Uprising,Dominic Burns,101,Julian Glover,Sean Pertwee,Bianca Brigitte VanDamme,0,Comedy Sci-Fi,acronym in title period in title title ends with period,2500000,2012,acronym title period end,DominicBurns JulianGlover SeanPertwee BiancaBrigitteVanDamme Comedy Sci-Fi acronym title period end
Bathing Beauty,George Sidney,101,Esther Williams,Basil Rathbone,Red Skelton,6892000,Comedy Musical,college teacher theatrical producer tutu wedding,2361000,1944,college teacher theatrical producer tutu wedding,GeorgeSidney EstherWilliams BasilRathbone RedSkelton Comedy Musical college teacher theatrical producer tutu wedding
Go for It!,Carmen Marron,105,Jossara Jinaro,Aimee Garcia,Rene Rosado,178739,Drama Musical,exclamation point in title imperative in title punctuation in title three word title,2450000,2011,exclamation point title imperative punctuation three word,CarmenMarron JossaraJinaro AimeeGarcia ReneRosado Drama Musical exclamation point title imperative punctuation three word
"Dancer, Texas Pop. 81",Tim McCanlies,97,Ethan Embry,Michael O'Neill,Alexandra Holden,565592,Comedy Drama Family,best friend friendship population state in title texas,0,1998,best friend friendship population state title texas,TimMcCanlies EthanEmbry MichaelO'Neill AlexandraHolden Comedy Drama Family best friend friendship population state title texas
Show Boat,George Sidney,108,Agnes Moorehead,Ava Gardner,Howard Keel,11000000,Drama Family Musical Romance,gambling interracial marriage love miscegenation showboat,2295429,1951,gambling interracial marriage love miscegenation showboat,GeorgeSidney AgnesMoorehead AvaGardner HowardKeel Drama Family Musical Romance gambling interracial marriage love miscegenation showboat
Redemption Road,Mario Van Peebles,95,Tom Skerritt,Cinda McCain,Luke Perry,27012,Drama,death of loved one loss of father loss of loved one musician singer,0,2010,death loved one loss father musician singer,MarioVanPeebles TomSkerritt CindaMcCain LukePerry Drama death loved one loss father musician singer
The Calling,Jason Stone,108,Topher Grace,Ellen Burstyn,Christopher Heyerdahl,0,Thriller,bouquet house fire praying serial killer tied to a chair,0,2014,bouquet house fire praying serial killer tied chair,JasonStone TopherGrace EllenBurstyn ChristopherHeyerdahl Thriller bouquet house fire praying serial killer tied chair
The Brave Little Toaster,Jerry Rees,90,Jon Lovitz,Phil Hartman,Mindy Sterling,0,Adventure Animation Comedy Family Fantasy Musical,journey obsolescence radio toaster vacuum cleaner,2300000,1987,journey obsolescence radio toaster vacuum cleaner,JerryRees JonLovitz PhilHartman MindySterling Adventure Animation Comedy Family Fantasy Musical journey obsolescence radio toaster vacuum cleaner
Fantasia,James Algar,120,Leopold Stokowski,Deems Taylor,,76400000,Animation Family Fantasy Music,apprentice classical music disney mouse orchestra,2280000,1940,apprentice classical music disney mouse orchestra,JamesAlgar LeopoldStokowski DeemsTaylor  Animation Family Fantasy Music apprentice classical music disney mouse orchestra
8 Days,Jaco Booyens,90,Nicole Smolen,Sebastian Aguilar,Ivette Alvarez,0,Drama Thriller,,2500000,2014,,JacoBooyens NicoleSmolen SebastianAguilar IvetteAlvarez Drama Thriller 
Friday the 13th Part III,Steve Miner,91,Richard Brooker,Dana Kimmell,Catherine Parks,36200000,Horror Thriller,defecation hockey mask jason voorhees lake serial killer,4000000,1982,defecation hockey mask jason voorhees lake serial killer,SteveMiner RichardBrooker DanaKimmell CatherineParks Horror Thriller defecation hockey mask jason voorhees lake serial killer
Friday the 13th: A New Beginning,Danny Steinmann,92,Tiffany Helm,Melanie Kinnaman,Dominick Brascia,21300000,Horror Mystery Thriller,jason voorhees murder new jersey nightmare teenager,2200000,1985,jason voorhees murder new jersey nightmare teenager,DannySteinmann TiffanyHelm MelanieKinnaman DominickBrascia Horror Mystery Thriller jason voorhees murder new jersey nightmare teenager
The Last Sin Eater,Michael Landon Jr.,117,Henry Thomas,Louise Fletcher,A.J. Buckley,379643,Drama,1850s christian film dark secret funeral sin eater,2200000,2007,1850s christian film dark secret funeral sin eater,MichaelLandonJr. HenryThomas LouiseFletcher A.J.Buckley Drama 1850s christian film dark secret funeral sin eater
Do You Believe?,Jon Gunn,120,Alexa PenaVega,Delroy Lindo,Madison Pettis,12985267,Drama,belief faith pastor question in title three word title,2300000,2015,belief faith pastor question title three word,JonGunn AlexaPenaVega DelroyLindo MadisonPettis Drama belief faith pastor question title three word
Impact Point,Hayley Cloake,90,Brian Austin Green,Kayla Ewell,Linden Ashby,0,Thriller,championship hit and run police police investigation volleyball,2200000,2008,championship hit run police investigation volleyball,HayleyCloake BrianAustinGreen KaylaEwell LindenAshby Thriller championship hit run police investigation volleyball
The Valley of Decision,Tay Garnett,119,Jessica Tandy,Greer Garson,Lionel Barrymore,9132000,Drama,immigrant maid steel mill strike union,2160000,1945,immigrant maid steel mill strike union,TayGarnett JessicaTandy GreerGarson LionelBarrymore Drama immigrant maid steel mill strike union
Eden,Shyam Madiraju,90,Jessica Lowndes,Ethan Peck,Brad Schmidt,0,Drama Thriller,flare gun island plane crash soccer team stranded,0,2015,flare gun island plane crash soccer team stranded,ShyamMadiraju JessicaLowndes EthanPeck BradSchmidt Drama Thriller flare gun island plane crash soccer team stranded
Chicken Tikka Masala,Harmage Singh Kalirai,90,Saeed Jaffrey,Zohra Segal,Shobu Kapoor,0,Comedy Drama Romance,acceptance coming out to family gay large family wedding,1200000,2005,acceptance coming family gay large wedding,HarmageSinghKalirai SaeedJaffrey ZohraSegal ShobuKapoor Comedy Drama Romance acceptance coming family gay large wedding
Always Woodstock,Rita Merson,97,Ryan Guzman,James Wolk,Jason Ritter,0,Comedy Music Romance,claim in title contraction in title new york new york city woodstock,2400000,2014,claim title contraction new york city woodstock,RitaMerson RyanGuzman JamesWolk JasonRitter Comedy Music Romance claim title contraction new york city woodstock
Jack Brooks: Monster Slayer,Jon Knautz,90,Rachel Skarsten,Daniel Kash,Stefanie Drummond,0,Action Comedy Horror,cult film demon monster slayer uncle vomiting,2500000,2007,cult film demon monster slayer uncle vomiting,JonKnautz RachelSkarsten DanielKash StefanieDrummond Action Comedy Horror cult film demon monster slayer uncle vomiting
The Best Years of Our Lives,William Wyler,172,Myrna Loy,Teresa Wright,Dana Andrews,23650000,Drama Romance War,love pity readjusting to civilian life veteran world war two veteran,2100000,1946,love pity readjusting civilian life veteran world war two,WilliamWyler MyrnaLoy TeresaWright DanaAndrews Drama Romance War love pity readjusting civilian life veteran world war two
Bully,Larry Clark,115,Kelli Garner,Nick Stahl,Brad Renfro,510092,Biography Crime Drama,cruelty friend male frontal nudity male nudity pubic hair,0,2001,cruelty friend male frontal nudity pubic hair,LarryClark KelliGarner NickStahl BradRenfro Biography Crime Drama cruelty friend male frontal nudity pubic hair
Elling,Petter Næss,89,Jørgen Langhelle,Per Christian Ellefsen,Sven Nordin,313436,Comedy Drama,friendship mental illness poet sex obsession virgin,15500000,2001,friendship mental illness poet sex obsession virgin,PetterNæss JørgenLanghelle PerChristianEllefsen SvenNordin Comedy Drama friendship mental illness poet sex obsession virgin
Mi America,Robert Fontaine,125,Michael Derek,Arturo Castro,Brad Lee Wind,3330,Crime Drama,,2100000,2015,,RobertFontaine MichaelDerek ArturoCastro BradLeeWind Crime Drama 
[Rec],Jaume Balagueró,78,Manuela Velasco,Pablo Rosso,Carlos Lasarte,0,Horror,apartment building character's point of view camera shot fire station subjective camera television reporter,1500000,2007,apartment building character point view camera shot fire station subjective television reporter,JaumeBalagueró ManuelaVelasco PabloRosso CarlosLasarte Horror apartment building character point view camera shot fire station subjective television reporter
Lies in Plain Sight,Patricia Cardoso,89,Rosie Perez,Martha Higareda,Cheyenne Haynes,0,Drama,,2100000,2010,,PatriciaCardoso RosiePerez MarthaHigareda CheyenneHaynes Drama 
Sharkskin,Dan Perri,100,Travis Myers,David Proval,Carmen Argenziano,0,Comedy Drama Mystery Romance Thriller,,2100000,2015,,DanPerri TravisMyers DavidProval CarmenArgenziano Comedy Drama Mystery Romance Thriller 
Containment,Neil Mcenery-West,77,Walter Hendrix III,Michael Chapman,Louise Brealey,0,Horror Sci-Fi Thriller,hazmat suit,0,2015,hazmat suit,NeilMcenery-West WalterHendrixIII MichaelChapman LouiseBrealey Horror Sci-Fi Thriller hazmat suit
The Timber,Anthony O'Brien,81,James Ransone,Maria Doyle Kennedy,Shaun O'Hagan,0,Adventure Drama Western,,2100000,2015,,AnthonyO'Brien JamesRansone MariaDoyleKennedy ShaunO'Hagan Adventure Drama Western 
From Russia with Love,Terence Young,115,Robert Shaw,Daniela Bianchi,Lois Maxwell,24800000,Action Adventure Thriller,assassin british agent british secret service decoder russian,2000000,1963,assassin british agent secret service decoder russian,TerenceYoung RobertShaw DanielaBianchi LoisMaxwell Action Adventure Thriller assassin british agent secret service decoder russian
The Toxic Avenger Part II,Michael Herz,96,Phoebe Legere,Jessica Dublin,Lisa Gaye,792966,Action Comedy Horror Sci-Fi,bare breasts japan tokyo japan toxic avenger troma,2300000,1989,bare breast japan tokyo toxic avenger troma,MichaelHerz PhoebeLegere JessicaDublin LisaGaye Action Comedy Horror Sci-Fi bare breast japan tokyo toxic avenger troma
In the Heat of the Night,,60,Carroll O'Connor,Alan Autry,Crystal R. Fox,27379978,Crime Drama Mystery,detective mississippi police police detective small town,2000000,1967,detective mississippi police small town, CarrollO'Connor AlanAutry CrystalR.Fox Crime Drama Mystery detective mississippi police small town
Sleeper,Woody Allen,89,Woody Allen,John Beck,Mews Small,18344729,Comedy Sci-Fi,frozen future health food leader police,2000000,1973,frozen future health food leader police,WoodyAllen WoodyAllen JohnBeck MewsSmall Comedy Sci-Fi frozen future health food leader police
It Follows,David Robert Mitchell,100,Maika Monroe,Ruby Harris,Jake Weary,14673301,Horror Mystery,ambiguous ending being followed sex scene supernatural supernatural being,2000000,2014,ambiguous ending followed sex scene supernatural,DavidRobertMitchell MaikaMonroe RubyHarris JakeWeary Horror Mystery ambiguous ending followed sex scene supernatural
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,Woody Allen,88,Woody Allen,John Carradine,Lynn Redgrave,0,Comedy,aphrodisiac court jester jester queen written and directed by cast member,2000000,1972,aphrodisiac court jester queen written directed cast member,WoodyAllen WoodyAllen JohnCarradine LynnRedgrave Comedy aphrodisiac court jester queen written directed cast member
To Kill a Mockingbird,Robert Mulligan,129,Robert Duvall,Brock Peters,William Windom,13129846,Crime Drama,1930s alabama lawyer six year old trial,2000000,1962,1930s alabama lawyer six year old trial,RobertMulligan RobertDuvall BrockPeters WilliamWindom Crime Drama 1930s alabama lawyer six year old trial
Mad Max 2: The Road Warrior,George Miller,87,Vernon Wells,Bruce Spence,Kjell Nilsson,9003011,Action Adventure Sci-Fi Thriller,australian gasoline post apocalypse refinery warrior,2000000,1981,australian gasoline post apocalypse refinery warrior,GeorgeMiller VernonWells BruceSpence KjellNilsson Action Adventure Sci-Fi Thriller australian gasoline post apocalypse refinery warrior
The Legend of Drunken Master,Chia-Liang Liu,102,Andy Lau,Anita Mui,Ho-Sung Pak,11546543,Action Comedy,battle fight fighting martial artist snake,2000000,1994,battle fight fighting martial artist snake,Chia-LiangLiu AndyLau AnitaMui Ho-SungPak Action Comedy battle fight fighting martial artist snake
Boys Don't Cry,Kimberly Peirce,118,Alicia Goranson,Brendan Sexton III,Jeannetta Arnette,11533945,Biography Crime Drama Romance,drinking female dressed as male love nebraska transgender,2000000,1999,drinking female dressed male love nebraska transgender,KimberlyPeirce AliciaGoranson BrendanSextonIII JeannettaArnette Biography Crime Drama Romance drinking female dressed male love nebraska transgender
